sparnas	Kūno dalis, su kuria paukštis skrenda.	wing	The body part with which a bird flies.	Šis paukštis turi ilgus sparnus.	This bird has long wings.	noun	03-gamta-regionas
karalius	Vyras, kuris valdo šalį ir gyvena pilyje.	king	A man who rules a country and lives in a castle.	Vaikai skaitė knygą apie karalių.	The children read a book about the king.	noun	01-asmens-tapatybe
kunigas	Žmogus, kuris dirba bažnyčioje ir kalba su Dievu.	priest	A person who works in a church and speaks with God.	Senelė kalbėjo su kunigu bažnyčioje.	Grandma spoke with the priest in the church.	noun	13-darbas-ir-profesijos
energija	Jėga dirbti ir judėti; ją duoda maistas ar degalai.	energy	The power to work and move; food or fuel gives it.	Vaikai turi daug energijos.	The children have a lot of energy.	noun	17-valstybe-ir-visuomene
bananas	Ilgas geltonas minkštas vaisius; auga šiltose šalyse.	banana	A long yellow soft fruit; it grows in warm countries.	Pirkau bananų turguje.	I bought bananas at the market.	noun	11-maistas-ir-gerimai
raštelis	Mažas popieriaus lapas su keliais žodžiais mamai.	note	A small sheet of paper with a few words for mum.	Ant stalo palikau raštelį.	On the table I left a note.	noun	02-pastatai-ir-namai
plaštaka	Rankos dalis, kurioje yra penki pirštai.	hand (below the wrist)	The part of the arm that has five fingers.	Gydytojas apžiūrėjo mano plaštaką.	The doctor examined my hand.	noun	08-sveikata-ir-higiena
ugnis	Karšta šviesa, kurią matome, kai dega malkos.	fire	A hot light that we see when wood burns.	Vaikai sėdėjo prie ugnies.	The children sat by the fire.	noun	03-gamta-regionas
apskritimas	Apvali forma, kokią turi moneta ir laikrodis.	circle	A round shape such as a coin and a clock have.	Mokinys piešė apskritimą sąsiuvinyje.	The pupil drew a circle in the exercise book.	noun	15-skaiciai-ir-ivardziai
skylė	Tuščia vieta kojinėje ar sienoje; pro ją matome kitą pusę.	hole	An empty place in a sock or a wall; through it we see the other side.	Kojinėje yra didelė skylė.	In the sock there is a big hole.	noun	18-kalba-ir-gramatika
sprogti	Staiga garsiai plyšti į mažus gabalus.	to explode	To burst suddenly and loudly into small pieces.	Bomba sprogo prie tilto.	The bomb exploded near the bridge.	verb	04-kasdienis-gyvenimas
